subject_id,enrolled_date,sex_status,spay_neuter_date,study_status,birth_date,withdrawn_date,inactive_date,death_date,is_euthanized,coat_color
grlsKOORUGEE,2014-02,Spayed Female,,Enrolled Deceased,2013-03,,,2024-10,1.0,light golden
grlsFO5R9P88,2014-01,Spayed Female,2015-05,Inactive,2013-06,,2020-04,,0.0,blonde
grlsZ11BDK33,2014-01,Neutered Male,2021-03,Enrolled Deceased,2013-07,,,2023-10,1.0,medium golden
grlsPR3NYY,2014-02,Neutered Male,2016-07,Enrolled,2012-12,,,,0.0,light golden
grlsBCQUJ311,2014-01,Neutered Male,2013-01,Enrolled Deceased,2012-08,,,2022-02,0.0,red
grls7VIICKSS,2014-01,Spayed Female,2013-02,Inactive,2012-11,,2015-04,,0.0,blonde
grls72YLOISS,2014-02,Neutered Male,2014-03,Enrolled,2013-07,,,,0.0,dark golden
grlsEI1W4ZQQ,2014-01,Spayed Female,2013-10,Enrolled,2013-04,,,,0.0,red
grlsGPYURPII,2014-01,Spayed Female,2013-10,Enrolled Deceased,2013-02,,,2023-12,1.0,light golden
grls1FWHZ3JJ,2014-02,Spayed Female,2014-10,Enrolled Deceased,2013-07,,,2024-01,1.0,medium golden
grlsRLC7RDEE,2014-02,Intact Male,,Enrolled Deceased,2013-04,,,2023-07,1.0,medium golden
grls18F2T1OO,2014-01,Neutered Male,2013-05,Enrolled,2012-01,,,,0.0,light golden
grlsI8I5YHQQ,2014-02,Intact Male,,Enrolled Deceased,2012-09,,,2021-06,0.0,medium golden
grls5FQQCVEE,2014-02,Intact Male,,Enrolled,2013-07,,,,0.0,light golden
grls8FWJRAZZ,2014-02,Intact Male,,Enrolled Deceased,2011-11,,,2021-02,0.0,medium golden
grlsV8H8L0DD,2014-02,Spayed Female,2012-09,Enrolled Deceased,2012-02,,,2024-04,0.0,blonde
grls7I9S01RR,2014-02,Spayed Female,2014-02,Enrolled Deceased,2012-02,,,2020-03,1.0,dark golden
grlsNJN1N711,2014-01,Spayed Female,2018-06,Enrolled Deceased,2011-12,,,2022-11,1.0,blonde
grlsZHSCR9RR,2014-02,Spayed Female,2020-10,Enrolled,2013-07,,,,0.0,light golden
grlsY4GP2Y99,2014-02,Neutered Male,2012-02,Withdrawn,2011-10,2016-12,,,0.0,blonde
grls4SP304TT,2014-02,Spayed Female,2022-06,Enrolled,2013-03,,,,0.0,light golden
grlsTO409GSS,2014-02,Neutered Male,2012-12,Enrolled Deceased,2012-07,,,2025-01,1.0,light golden
grls4HGXB5CC,2014-02,Neutered Male,2013-08,Enrolled Deceased,2012-03,,,2018-05,1.0,light golden
grlsS638JPWW,2014-01,Spayed Female,2012-05,Enrolled Deceased,2011-10,,,2021-02,0.0,blonde
grls71IO1144,2014-02,Spayed Female,2014-05,Enrolled Deceased,2013-07,,,2024-12,1.0,light golden
grlsUT4KRQLL,2014-02,Spayed Female,2013-05,Inactive,2012-01,,2025-02,,0.0,medium golden
grlsZ5R0LUCC,2014-02,Intact Male,,Enrolled,2012-03,,,,0.0,medium golden
grls2JIWZ3TT,2014-03,Intact Male,,Enrolled Deceased,2013-05,,,2023-07,1.0,medium golden
grlsLN8NVXX,2014-02,Intact Male,,Enrolled Deceased,2012-05,,,2024-03,1.0,blonde
grls3D2HW755,2014-02,Spayed Female,2014-02,Inactive,2013-05,,2016-02,,0.0,blonde
grls2RGZ4W44,2014-03,Spayed Female,2013-10,Enrolled,2013-05,,,,0.0,light golden
grlsA02KWM55,2014-02,Spayed Female,2013-02,Enrolled,2012-08,,,,0.0,blonde
grlsFEV190KK,2014-02,Spayed Female,2013-10,Inactive,2013-03,,2015-05,,0.0,blonde
grlsZK5TZBB,2014-02,Spayed Female,2014-01,Enrolled Deceased,2013-06,,,2022-04,1.0,red
grlsPG81W8AA,2014-01,Neutered Male,2014-01,Enrolled Deceased,2012-11,,,2023-12,0.0,dark golden
grlsQFKW3CTT,2014-02,Neutered Male,2013-11,Enrolled Deceased,2013-05,,,2021-04,0.0,light golden
grlsXMAH0MBB,2014-03,Spayed Female,2014-06,Enrolled Deceased,2013-03,,,2024-07,1.0,light golden
grlsXDSKOZYY,2014-03,Neutered Male,2014-04,Enrolled Deceased,2013-07,,,2023-05,0.0,light golden
grlsIJVZ1OHH,2014-02,Spayed Female,2013-11,Enrolled Deceased,2013-04,,,2021-03,0.0,medium golden
grlsIRH5Z6OO,2014-02,Neutered Male,2012-12,Enrolled Deceased,2012-03,,,2019-04,1.0,light golden
grlsDGF143,2014-02,Spayed Female,2014-09,Enrolled,2013-02,,,,0.0,medium golden
grlsPG0COI33,2014-02,Neutered Male,2013-04,Enrolled Deceased,2012-03,,,2024-02,1.0,blonde
grlsY17FYUKK,2014-02,Neutered Male,2013-12,Enrolled Deceased,2013-07,,,2024-09,1.0,light golden
grlsWPC63PJJ,2014-02,Spayed Female,2012-08,Enrolled,2012-01,,,,0.0,medium golden
grlsJ03PL766,2014-03,Neutered Male,2014-05,Enrolled,2013-06,,,,0.0,medium golden
grlsXMRZ85II,2014-02,Spayed Female,2019-03,Enrolled Deceased,2013-02,,,2024-06,1.0,light golden
grls4ECTUYFF,2014-02,Intact Male,,Enrolled,2013-05,,,,0.0,light golden
grlsVSZG0F44,2014-02,Neutered Male,2014-03,Enrolled,2013-05,,,,0.0,light golden
grls9T8KRFQQ,2014-02,Intact Female,,Enrolled Deceased,2013-01,,,2015-07,0.0,light golden
grls1XTYP999,2014-02,Neutered Male,2014-12,Inactive,2012-08,,2016-07,,0.0,medium golden
grlsMO697A11,2014-02,Spayed Female,2015-03,Enrolled,2012-04,,,,0.0,blonde
grlsO09CZUVV,2014-02,Spayed Female,2017-12,Enrolled Deceased,2012-10,,,2021-03,0.0,light golden
grlsFMCUG5FF,2014-02,Neutered Male,2012-09,Enrolled Deceased,2012-03,,,2024-12,1.0,dark golden
grlsNPGJX8WW,2014-02,Intact Male,,Enrolled,2013-03,,,,0.0,light golden
grlsWNCB12KK,2014-02,Neutered Male,2015-03,Enrolled,2013-05,,,,0.0,medium golden
grlsISL52BII,2014-02,Spayed Female,2018-12,Enrolled,2013-06,,,,0.0,medium golden
grlsTNB931PP,2014-02,Spayed Female,2013-10,Enrolled,2013-03,,,,0.0,medium golden
grlsN38NYTQQ,2014-03,Neutered Male,2017-03,Enrolled Deceased,2012-03,,,2022-01,0.0,medium golden
grlsHE03MPRR,2014-03,Spayed Female,2016-10,Enrolled,2013-03,,,,0.0,light golden
grlsU4RTY4CC,2014-03,Spayed Female,2013-09,Enrolled Deceased,2013-02,,,2017-11,0.0,light golden
grlsRGIDKF55,2014-03,Spayed Female,2013-10,Inactive,2013-06,,2020-01,,0.0,blonde
grlsINDMCA66,2014-03,Neutered Male,2021-05,Enrolled,2012-08,,,,0.0,dark golden
grlsC9B96YUU,2014-03,Neutered Male,2013-12,Enrolled Deceased,2013-04,,,2021-09,1.0,medium golden
grlsMM8PZ7PP,2014-03,Intact Male,,Enrolled Deceased,2011-11,,,2019-12,1.0,medium golden
grls3HHDXHWW,2014-03,Neutered Male,2013-01,Enrolled Deceased,2012-08,,,2022-03,1.0,light golden
grlsW375BZWW,2014-03,Spayed Female,2014-07,Enrolled Deceased,2013-02,,,2022-09,0.0,light golden
grlsHLSFNYOO,2014-02,Neutered Male,2014-04,Enrolled Deceased,2013-02,,,2023-12,1.0,dark golden
grlsHRP6EYQQ,2014-03,Neutered Male,2014-04,Inactive,2013-04,,2019-08,,0.0,light golden
grlsNYYNNTZZ,2014-03,Intact Female,,Enrolled Deceased,2013-07,,,2022-03,1.0,blonde
grlsRXEQPLQQ,2014-03,Intact Male,,Inactive,2013-04,,2021-01,,0.0,blonde
grlsKQI3IJII,2014-03,Intact Female,,Enrolled Deceased,2012-01,,,2020-03,0.0,medium golden
grlsBBNS48MM,2014-03,Intact Female,,Enrolled Deceased,2012-12,,,2016-07,0.0,light golden
grlsLCIJR3RR,2014-03,Neutered Male,2014-01,Enrolled Deceased,2013-06,,,2024-12,1.0,blonde
grlsRDQWWU44,2014-02,Neutered Male,2014-03,Enrolled Deceased,2013-04,,,2019-12,1.0,light golden
grls2J2QFTTT,2014-03,Neutered Male,2014-04,Enrolled,2013-03,,,,0.0,light golden
grlsFBBILSXX,2014-03,Spayed Female,2012-09,Enrolled Deceased,2012-04,,,2021-08,1.0,light golden
grls170XXJZZ,2014-03,Intact Male,,Inactive,2013-05,,2021-04,,0.0,red
grlsCQ3RPWKK,2014-03,Neutered Male,2016-11,Enrolled,2013-04,,,,0.0,medium golden
grls80GOJXFF,2014-03,Intact Male,,Inactive,2013-05,,2025-02,,0.0,light golden
grlsMYZ1XB,2014-03,Intact Male,,Withdrawn,2011-10,2014-09,,,0.0,dark golden
grlsXMDSVDHH,2014-03,Neutered Male,2015-02,Enrolled,2013-07,,,,0.0,blonde
grlsZQZ5W8YY,2014-03,Spayed Female,2013-11,Inactive,2013-05,,2022-02,,0.0,light golden
grlsYPP94SII,2014-03,Neutered Male,2013-03,Enrolled Deceased,2012-05,,,2024-07,1.0,blonde
grlsCK4B7LSS,2014-03,Neutered Male,2012-07,Enrolled,2012-03,,,,0.0,blonde
grlsW4XUWI11,2014-03,Spayed Female,2013-02,Enrolled Deceased,2011-11,,,2021-01,0.0,medium golden
grls1M4SL0EE,2014-02,Spayed Female,2013-09,Inactive,2013-02,,2016-04,,0.0,dark golden
grlsKY2U62AA,2014-03,Neutered Male,2014-07,Enrolled Deceased,2013-02,,,2015-10,0.0,light golden
grlsRN9QEMRR,2014-03,Spayed Female,2013-09,Inactive,2012-02,,2016-12,,0.0,light golden
grlsTO87VV,2014-03,Neutered Male,2012-10,Enrolled Deceased,2012-01,,,2019-11,1.0,dark golden
grlsQA8MW6HH,2014-03,Neutered Male,2014-08,Enrolled,2012-09,,,,0.0,light golden
grlsXVAOE6KK,2014-03,Spayed Female,2011-09,Enrolled Deceased,2011-04,,,2023-07,1.0,medium golden
grlsR0384BJJ,2014-03,Neutered Male,2014-10,Enrolled Deceased,2013-03,,,2023-08,1.0,medium golden
grlsG6EFT66,2014-03,Spayed Female,2014-02,Enrolled,2013-07,,,,0.0,blonde
grlsXPJ449HH,2014-03,Spayed Female,2014-02,Enrolled,2013-07,,,,0.0,blonde
grlsVF6VG4JJ,2014-03,Intact Female,,Inactive,2011-11,,2024-12,,0.0,light golden
grlsQNO7REWW,2014-03,Neutered Male,2022-11,Enrolled,2012-07,,,,0.0,medium golden
grls7TU66244,2014-03,Intact Male,,Inactive,2013-04,,2016-03,,0.0,light golden
grlsQMG3YIQQ,2014-04,Spayed Female,2012-08,Inactive,2011-10,,2014-09,,0.0,light golden
grlsTJS4UOXX,2014-03,Neutered Male,2013-10,Enrolled Deceased,2012-09,,,2017-05,0.0,dark golden
grlsP2LPL7DD,2014-03,Intact Male,,Inactive,2013-08,,2017-06,,0.0,blonde
grlsNPCJ5533,2013-03,Spayed Female,2013-09,Enrolled Deceased,2011-02,,,2022-02,1.0,light golden
grls31F8JJGG,2014-04,Spayed Female,2019-07,Enrolled Deceased,2012-06,,,2023-09,1.0,blonde
grlsXGGLTFZZ,2014-03,Intact Male,,Inactive,2012-02,,2016-02,,0.0,medium golden
grlsURFSOP88,2014-04,Neutered Male,2012-09,Enrolled Deceased,2011-04,,,2021-04,0.0,light golden
grlsS2RFRHMM,2014-03,Spayed Female,2018-03,Enrolled Deceased,2012-12,,,2022-04,0.0,medium golden
grlsWI9XHNGG,2014-03,Neutered Male,2014-03,Enrolled Deceased,2013-09,,,2021-09,0.0,blonde
grlsMM5BU433,2014-03,Neutered Male,2013-03,Inactive,2012-06,,2016-04,,0.0,medium golden
grlsHG8T2KPP,2014-03,Neutered Male,2012-07,Enrolled Deceased,2011-11,,,2018-01,0.0,blonde
grlsQI3H2H77,2014-03,Neutered Male,2012-06,Enrolled Deceased,2012-01,,,2025-01,1.0,medium golden
grls1QLT9MBB,2014-03,Spayed Female,2019-10,Enrolled,2013-04,,,,0.0,blonde
grlsVBMXEPP,2014-04,Neutered Male,2012-11,Enrolled Deceased,2011-12,,,2023-10,0.0,light golden
grlsMH77FLGG,2014-03,Neutered Male,2013-02,Enrolled Deceased,2012-05,,,2022-10,1.0,light golden
grlsVVRH4F77,2014-04,Neutered Male,2013-09,Enrolled Deceased,2012-07,,,2022-11,0.0,medium golden
grls49TGWMEE,2014-03,Neutered Male,2014-08,Enrolled,2013-02,,,,0.0,medium golden
grlsTKN0KIDD,2014-03,Intact Female,,Enrolled Deceased,2013-04,,,2017-04,0.0,medium golden
grls7EG892QQ,2014-03,Spayed Female,2023-02,Enrolled,2013-08,,,,0.0,red
grlsXRY0POWW,2014-03,Neutered Male,2013-07,Enrolled Deceased,2012-03,,,2020-01,0.0,light golden
grlsL7E2G6QQ,2014-03,Neutered Male,2013-03,Enrolled Deceased,2012-09,,,2021-10,1.0,medium golden
grlsN4MLY555,2014-03,Spayed Female,2012-04,Enrolled Deceased,2011-09,,,2022-10,1.0,light golden
grlsZRG6Q0TT,2014-03,Neutered Male,2013-11,Enrolled Deceased,2012-11,,,2020-12,1.0,medium golden
grls0BWF4BDD,2014-03,Neutered Male,2021-05,Enrolled Deceased,2012-05,,,2024-06,0.0,medium golden
grlsI78BAZ77,2014-03,Spayed Female,2020-03,Enrolled,2013-06,,,,0.0,blonde
grlsHNYS5ITT,2014-03,Spayed Female,2016-08,Inactive,2012-03,,2021-04,,0.0,light golden
grls7QR8H733,2014-03,Neutered Male,2019-03,Enrolled,2012-08,,,,0.0,medium golden
grlsDIJ7PCCC,2014-03,Neutered Male,2014-04,Enrolled Deceased,2012-05,,,2020-10,1.0,medium golden
grlsKF3PSOSS,2014-03,Spayed Female,2012-09,Withdrawn,2012-03,2018-02,,,0.0,blonde
grlsFB7BYDXX,2014-03,Neutered Male,2012-09,Enrolled Deceased,2012-03,,,2023-01,1.0,light golden
grlsRAZK3D88,2014-03,Neutered Male,2013-05,Inactive,2012-05,,2019-04,,0.0,light golden
grlsI426LMZZ,2014-03,Intact Male,,Enrolled,2012-11,,,,0.0,light golden
grls1X8STWLL,2014-03,Spayed Female,2013-06,Enrolled,2012-12,,,,0.0,blonde
grlsXRKVV33,2014-03,Neutered Male,2014-10,Enrolled,2013-07,,,,0.0,medium golden
grlsF32GK0RR,2014-04,Neutered Male,2014-07,Enrolled,2013-03,,,,0.0,blonde
grls7O56EF66,2014-03,Intact Male,,Enrolled Deceased,2012-10,,,2014-09,0.0,light golden
grls8IS21DOO,2014-03,Neutered Male,2014-08,Enrolled Deceased,2013-03,,,2024-07,0.0,light golden
grls7831P9BB,2014-03,Neutered Male,2016-11,Enrolled Deceased,2012-06,,,2020-04,0.0,medium golden
grlsRHCMP4VV,2014-03,Spayed Female,2013-09,Enrolled Deceased,2013-03,,,2020-01,1.0,light golden
grlsCMPJ122,2014-03,Neutered Male,2023-09,Enrolled,2013-02,,,,0.0,light golden
grls8T8GJ1HH,2014-04,Spayed Female,2014-04,Enrolled Deceased,2013-04,,,2024-12,1.0,medium golden
grlsS7Y0MC88,2014-03,Spayed Female,2014-01,Enrolled Deceased,2013-02,,,2021-11,1.0,dark golden
grlsC9MP35PP,2014-03,Spayed Female,2013-10,Enrolled,2013-02,,,,0.0,medium golden
grls0QDSCTT,2014-03,Intact Female,,Enrolled,2012-01,,,,0.0,dark golden
grlsFIWHLRWW,2014-03,Neutered Male,2013-10,Enrolled,2013-03,,,,0.0,medium golden
grls1R5W1DNN,2014-03,Neutered Male,2013-10,Enrolled Deceased,2013-02,,,2022-09,1.0,light golden
grlsW9VLDHDD,2014-03,Intact Male,,Enrolled Deceased,2013-03,,,2022-08,1.0,light golden
grlsQ1PRHFQQ,2014-03,Neutered Male,2014-03,Enrolled Deceased,2013-04,,,2021-08,1.0,dark golden
grls3F95H0TT,2014-03,Intact Female,,Enrolled,2013-04,,,,0.0,light golden
grlsLGENKT99,2014-04,Intact Male,,Enrolled,2012-04,,,,0.0,light golden
grlsANIV6XAA,2014-04,Neutered Male,2022-07,Enrolled,2013-09,,,,0.0,red
grlsK9NCFGFF,2014-04,Spayed Female,2014-07,Enrolled,2012-11,,,,0.0,dark golden
grlsZ0ZH7TLL,2014-04,Intact Male,,Enrolled Deceased,2012-04,,,2022-04,1.0,medium golden
grlsZ9ZG3LTT,2014-04,Intact Female,,Inactive,2012-02,,2025-02,,0.0,medium golden
grls92EJH7II,2014-04,Neutered Male,2013-09,Enrolled Deceased,2012-05,,,2023-12,0.0,light golden
grlsLMEPJC99,2014-04,Spayed Female,2019-05,Enrolled,2012-03,,,,0.0,medium golden
grls5R6O5YQQ,2014-04,Neutered Male,2012-04,Enrolled Deceased,2011-10,,,2024-09,1.0,blonde
grls5URG9JGG,2014-04,Neutered Male,2013-02,Enrolled,2012-02,,,,0.0,blonde
grlsKSLZ3V77,2014-04,Spayed Female,2018-01,Enrolled Deceased,2012-11,,,2023-09,1.0,light golden
grlsD0AC0SOO,2014-04,Spayed Female,2013-02,Enrolled Deceased,2012-03,,,2024-10,1.0,blonde
grlsYG3VKR00,2014-02,Spayed Female,2013-10,Enrolled,2013-03,,,,0.0,blonde
grls8XI1BWCC,2013-09,Neutered Male,2013-06,Enrolled Deceased,2013-01,,,2020-02,1.0,light golden
grlsY17QWFEE,2014-04,Spayed Female,2012-10,Enrolled,2012-04,,,,0.0,light golden
grlsW9HGMLTT,2014-04,Spayed Female,2013-07,Enrolled Deceased,2013-01,,,2022-05,0.0,light golden
grlsYBCRTMQQ,2014-03,Intact Male,,Inactive,2013-06,,2020-02,,0.0,red
grls6GQLWCVV,2014-01,Spayed Female,2013-02,Withdrawn,2012-01,2015-11,,,0.0,light golden
grlsCWCLK22,2013-10,Spayed Female,2013-08,Enrolled Deceased,2013-01,,,2024-03,0.0,dark golden
grlsSGMC3CC,2014-04,Spayed Female,2018-03,Enrolled Deceased,2012-08,,,2024-08,1.0,medium golden
grls442TB755,2014-02,Intact Male,,Enrolled Deceased,2011-11,,,2020-07,1.0,blonde
grls2D58M5PP,2014-03,Spayed Female,2013-03,Enrolled Deceased,2012-06,,,2022-02,0.0,light golden
grls73WC42UU,2014-02,Spayed Female,2013-05,Enrolled,2012-02,,,,0.0,blonde
grlsRGKS99MM,2014-02,Spayed Female,2019-01,Enrolled Deceased,2013-03,,,2023-11,1.0,blonde
grlsJ11ZXF11,2014-03,Spayed Female,2013-01,Enrolled Deceased,2012-04,,,2023-12,1.0,light golden
grlsYZBOJSS,2014-02,Spayed Female,2018-06,Enrolled,2013-05,,,,0.0,medium golden
grlsVNUD5NN,2014-02,Spayed Female,2014-03,Enrolled Deceased,2013-03,,,2024-08,1.0,medium golden
grlsE66FLHH,2014-04,Spayed Female,2012-07,Enrolled,2012-02,,,,0.0,blonde
grls4N0D24CC,2014-02,Spayed Female,2013-01,Enrolled Deceased,2011-09,,,2024-01,1.0,red
grlsROHG65XX,2014-02,Neutered Male,2013-11,Enrolled Deceased,2012-12,,,2022-02,1.0,blonde
grls51YUIQ66,2014-03,Spayed Female,2013-03,Enrolled Deceased,2012-03,,,2024-10,1.0,medium golden
grlsHK07NZ11,2014-04,Neutered Male,2013-05,Enrolled Deceased,2012-03,,,2024-10,0.0,light golden
grls6RRHX4TT,2014-04,Intact Female,,Enrolled Deceased,2012-12,,,2021-04,0.0,light golden
grls9L1PTG00,2014-08,Intact Female,,Inactive,2013-05,,2015-02,,0.0,light golden
grlsFB6GTIRR,2014-04,Intact Male,,Enrolled Deceased,2013-06,,,2024-09,0.0,light golden
grlsH2L2L7BB,2014-02,Spayed Female,2013-01,Enrolled Deceased,2012-06,,,2022-11,1.0,blonde
grls9OVZN8LL,2014-02,Neutered Male,2012-07,Enrolled Deceased,2011-12,,,2024-11,1.0,medium golden
grlsIB8ZCI66,2014-03,Intact Male,,Enrolled Deceased,2012-04,,,2022-11,1.0,dark golden
grls0TAMSHFF,2014-04,Intact Male,,Inactive,2012-10,,2018-03,,0.0,medium golden
grlsVXJUMDTT,2014-04,Spayed Female,2020-11,Enrolled Deceased,2013-09,,,2023-07,0.0,blonde
grlsT9U2Q,2014-04,Neutered Male,2014-05,Enrolled Deceased,2013-01,,,2018-08,0.0,blonde
grlsQRKU7TOO,2014-04,Spayed Female,2013-05,Enrolled,2012-11,,,,0.0,blonde
grlsQNTM8FYY,2014-02,Spayed Female,2014-02,Enrolled,2013-07,,,,0.0,blonde
grlsXSX19FGG,2014-04,Neutered Male,2013-03,Enrolled,2012-09,,,,0.0,blonde
grls24RHMB77,2014-04,Neutered Male,2013-07,Enrolled Deceased,2012-08,,,2022-09,1.0,blonde
grlsDEMKZM88,2014-04,Spayed Female,2014-02,Enrolled,2013-01,,,,0.0,blonde
grlsE9RSSF44,2014-04,Intact Female,,Enrolled Deceased,2012-02,,,2019-07,0.0,light golden
grlsP4R4TKTT,2014-04,Spayed Female,2014-01,Enrolled Deceased,2013-07,,,2024-02,1.0,light golden
grls9INU92LL,2014-03,Spayed Female,2013-07,Enrolled Deceased,2011-11,,,2020-12,0.0,light golden
grls9DKH3N88,2014-04,Neutered Male,2014-09,Enrolled Deceased,2013-08,,,2024-11,1.0,light golden
grls3ABT155,2014-04,Spayed Female,2014-07,Withdrawn,2013-09,2016-03,,,0.0,medium golden
grls6225DWII,2014-04,Intact Female,,Inactive,2013-03,,2015-05,,0.0,blonde
grls4QLTUUDD,2014-04,Spayed Female,2015-09,Enrolled Deceased,2013-05,,,2019-11,0.0,dark golden
grls9XR11V66,2014-04,Intact Male,,Enrolled,2013-08,,,,0.0,medium golden
grlsQG4TPYII,2014-04,Intact Male,,Enrolled Deceased,2013-04,,,2024-08,1.0,light golden
grlsMCWWZIVV,2014-03,Neutered Male,2014-02,Enrolled,2013-09,,,,0.0,light golden
grlsB136UFBB,2014-04,Neutered Male,2013-02,Enrolled,2012-02,,,,0.0,light golden
grlsX2EOMOLL,2014-02,Neutered Male,2017-12,Enrolled Deceased,2013-02,,,2021-07,1.0,light golden
grlsKSEHF355,2014-04,Neutered Male,2014-01,Enrolled,2013-03,,,,0.0,blonde
grlsF2IBC5,2014-04,Intact Male,,Enrolled Deceased,2012-11,,,2023-10,1.0,dark golden
grlsFSBDGO11,2014-04,Neutered Male,2015-09,Enrolled Deceased,2013-09,,,2023-04,1.0,medium golden
grlsNFKUM6GG,2014-04,Neutered Male,2012-10,Inactive,2011-12,,2024-04,,0.0,blonde
grls8K0MPJ77,2014-03,Neutered Male,2015-10,Enrolled Deceased,2013-08,,,2024-01,1.0,dark golden
grlsC41FH5JJ,2014-02,Neutered Male,2022-10,Enrolled Deceased,2013-05,,,2024-08,1.0,dark golden
grls16Y39PGG,2014-03,Spayed Female,2018-12,Enrolled Deceased,2013-05,,,2020-12,0.0,light golden
grlsKLPG3NQQ,2014-04,Neutered Male,2014-01,Enrolled Deceased,2013-04,,,2024-07,0.0,medium golden
grlsRPXH2X88,2014-04,Intact Male,,Enrolled,2013-07,,,,0.0,red
grls21FVKE55,2014-04,Spayed Female,2020-04,Enrolled,2013-09,,,,0.0,light golden
grlsQHD1888,2014-04,Spayed Female,2014-02,Enrolled Deceased,2013-02,,,2024-09,1.0,light golden
grlsI3G3N9,2014-03,Spayed Female,2015-03,Enrolled Deceased,2012-09,,,2025-01,1.0,medium golden
grlsW4DN9NLL,2014-04,Intact Male,,Enrolled Deceased,2013-06,,,2023-02,0.0,light golden
grls5XHD544,2014-02,Spayed Female,2012-06,Enrolled Deceased,2011-12,,,2022-07,1.0,medium golden
grls8PLFYEJJ,2014-04,Spayed Female,2014-01,Enrolled,2013-08,,,,0.0,light golden
grlsR4TIP1EE,2014-04,Intact Male,,Enrolled Deceased,2012-11,,,2024-08,1.0,dark golden
grlsJXT6SU11,2014-04,Spayed Female,2013-06,Enrolled Deceased,2012-04,,,2023-01,0.0,light golden
grlsLZHJ6B33,2014-03,Neutered Male,,Enrolled Deceased,2012-09,,,2022-08,0.0,dark golden
grls41067500,2014-04,Neutered Male,2014-09,Enrolled,2013-09,,,,0.0,red
grls7EQ7E0EE,2014-03,Neutered Male,2012-11,Enrolled,2012-04,,,,0.0,medium golden
grls405NWMQQ,2014-04,Intact Male,,Enrolled Deceased,2012-05,,,2018-09,0.0,light golden
grlsQKFD6FFF,2014-03,Intact Male,,Enrolled,2012-11,,,,0.0,red
grlsNQJFUC77,2014-04,Neutered Male,2014-03,Inactive,2013-07,,2016-05,,0.0,light golden
grlsD7WKWN99,2014-04,Spayed Female,2013-04,Enrolled,2012-10,,,,0.0,medium golden
grlsJXNRRRLL,2014-04,Intact Male,,Enrolled,2013-02,,,,0.0,medium golden
grls7PGZ1RNN,2014-04,Spayed Female,2016-02,Enrolled Deceased,2013-04,,,2024-08,1.0,medium golden
grlsH2NY21KK,2014-04,Intact Male,,Inactive,2012-10,,2024-03,,0.0,light golden
grlsF0YBE88,2014-04,Spayed Female,2013-11,Enrolled,2012-09,,,,0.0,medium golden
grlsFLW1MFII,2014-04,Spayed Female,2015-10,Enrolled Deceased,2012-06,,,2018-03,0.0,medium golden
grlsVCM4OI66,2014-04,Spayed Female,2015-02,Enrolled,2012-05,,,,0.0,blonde
grlsVERNOQ77,2014-04,Neutered Male,2016-11,Enrolled Deceased,2013-05,,,2023-02,1.0,light golden
grls3HLLJM00,2014-04,Intact Male,,Inactive,2013-02,,2019-05,,0.0,light golden
grlsW20FSBVV,2014-04,Spayed Female,2014-07,Enrolled Deceased,2012-11,,,2022-07,1.0,medium golden
grlsCH06411,2014-04,Neutered Male,2014-07,Enrolled,2012-11,,,,0.0,light golden
grlsXPN47Y33,2014-03,Spayed Female,2018-03,Enrolled Deceased,2012-11,,,2024-12,0.0,light golden
grls9OQ73NSS,2014-04,Neutered Male,2016-01,Enrolled,2013-03,,,,1.0,blonde
grlsKGJ5C7DD,2014-03,Neutered Male,2014-03,Enrolled,2013-04,,,,0.0,light golden
grls9GSIT1NN,2014-04,Neutered Male,2013-04,Enrolled Deceased,2012-11,,,2024-03,1.0,medium golden
grlsQ3H96F99,2014-04,Neutered Male,2013-04,Withdrawn,2012-10,2019-04,,,0.0,light golden
grls03MTKHLL,2014-04,Spayed Female,2013-11,Enrolled Deceased,2013-05,,,2021-06,0.0,light golden
grlsNJ3YMTMM,2014-04,Intact Male,,Enrolled Deceased,2012-06,,,2023-11,1.0,medium golden
grlsU8TSK5XX,2014-04,Neutered Male,2023-04,Enrolled Deceased,2012-07,,,2024-12,1.0,medium golden
grlsJZ0JUUII,2014-04,Spayed Female,2013-05,Withdrawn,2012-10,2024-06,,,0.0,medium golden
grlsAQOKMLFF,2014-04,Neutered Male,2014-06,Enrolled,2013-06,,,,0.0,light golden
grlsP6EXKJ55,2014-04,Spayed Female,2014-12,Enrolled,2013-09,,,,0.0,medium golden
grls6G37VK44,2014-05,Neutered Male,2015-06,Enrolled Deceased,2012-12,,,2023-04,0.0,medium golden
grlsPO60V0HH,2014-05,Spayed Female,2021-08,Enrolled Deceased,2013-09,,,2024-08,1.0,dark golden
grlsXGDRUCVV,2014-04,Intact Male,,Enrolled,2013-08,,,,0.0,blonde
grlsJE4JG3OO,2014-04,Spayed Female,2014-09,Enrolled Deceased,2013-09,,,2024-03,0.0,blonde
grlsJ87BQ1JJ,2014-04,Spayed Female,2013-12,Enrolled Deceased,2012-06,,,2023-12,0.0,dark golden
grlsSIHXOLII,2014-04,Intact Female,,Inactive,2013-08,,2015-04,,0.0,light golden
grls0D8TYTHH,2014-04,Spayed Female,2014-08,Inactive,2013-04,,2016-02,,0.0,medium golden
grlsQB0MYGVV,2014-04,Spayed Female,2012-11,Enrolled Deceased,2012-04,,,2021-11,0.0,medium golden
grlsJR9FJ7OO,2014-04,Neutered Male,2012-12,Inactive,2012-04,,2017-05,,0.0,light golden
