subject_id,year_in_study,record_date,state,travel_length_weeks,travel_start_month,regular_work_visits,work_visit_hours,work_visit_days,type,travel_mode,travel_mode_other,country,region_name
grls8O1XNWQQ,4,2018-12,MD,1.0,October,0,0,0,other,Car,,US,South
grls8O1XNWQQ,4,2018-12,MD,0,,0,0,0,other,Unknown,,US,South
grls8O1XNWQQ,5,2019-11,MD,0,,0,0,0,kennel,Unknown,,US,South
grls8O1XNWQQ,5,2019-11,MD,1.0,April,0,0,0,kennel,Car,,US,South
grls8O1XNWQQ,6,2020-12,MD,1,February,0,0,0,other,Car,,,
grls8P7Z4RUU,4,2018-05,PA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8P7Z4RUU,4,2018-05,PA,2.0,February,0,0,0,kennel,Car,,US,Northeast
grls8PLFYEJJ,1,2015-03,CA,2.0,February,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,1.0,May,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,2.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,2.0,November,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,2.0,February,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,1.0,May,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,2.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,2.0,November,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,2.0,February,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,1.0,May,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,2.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8PLFYEJJ,1,2015-03,CA,2.0,November,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8QSN40NN,0,2013-12,CO,3.0,November,0,0,0,other (possibly kennel),Unknown,,US,Mountain
grls8R0VZMGG,0,2014-05,TX,8.0,November,0,0,0,other (possibly kennel),Unknown,,US,South
grls8R0VZMGG,2,2016-05,TX,1.0,June,0,0,0,other (possibly kennel),Unknown,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,other,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,September,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,November,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,3,2017-07,TX,1.0,April,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,5,2019-07,TX,1.0,July,0,0,0,other,Car,,US,South
grls8R0VZMGG,5,2019-07,TX,1.0,April,0,0,0,other,Car,,US,South
grls8R0VZMGG,5,2019-07,TX,1.0,July,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,5,2019-07,TX,1.0,April,0,0,0,kennel,Car,,US,South
grls8R0VZMGG,6,2020-09,TX,1,July,0,0,0,,Unknown,,,
grls8R0VZMGG,7,2021-07,TX,1.5,April,0,0,0,,Unknown,,,
grls8SG6Q511,0,2014-07,IL,1.0,March,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grls8SG6Q511,3,2017-11,FL,0,,0,0,0,kennel,Unknown,,US,South
grls8SG6Q511,3,2017-11,FL,1.0,January,0,0,0,kennel,Car,,US,South
grls8SG6Q511,4,2018-11,FL,2.0,August,0,0,0,other,Car,,US,South
grls8SG6Q511,4,2018-11,FL,0,,0,0,0,other,Unknown,,US,South
grls8SG6Q511,5,2019-11,FL,2.0,August,0,0,0,other,Car,,US,South
grls8SG6Q511,5,2019-11,FL,0,,0,0,0,other,Unknown,,US,South
grls8SG6Q511,7,2021-12,OK,1,May,0,0,0,other,Car,,,
grls8SZ0PLUU,3,2017-10,OR,1.0,June,0,0,0,other,Airplane,,US,Pacific
grls8SZ0PLUU,3,2017-10,OR,1.0,September,0,0,0,other,Airplane,,US,Pacific
grls8SZ0PLUU,3,2017-10,OR,0,,0,0,0,other,Unknown,,US,Pacific
grls8SZ0PLUU,3,2017-10,CA,1.0,June,0,0,0,other,Airplane,,US,Pacific
grls8SZ0PLUU,3,2017-10,CA,1.0,September,0,0,0,other,Airplane,,US,Pacific
grls8SZ0PLUU,3,2017-10,CA,0,,0,0,0,other,Unknown,,US,Pacific
grls8SZ0PLUU,5,2019-10,FL,1.0,July,0,0,0,other,Car,,US,South
grls8SZ0PLUU,5,2019-10,FL,0,,0,0,0,other,Unknown,,US,South
grls8T32TPNN,1,2014-06,VA,2.0,April,0,0,0,other (possibly kennel),Unknown,,US,South
grls8T32TPNN,2,2015-06,VA,2.0,April,0,0,0,other (possibly kennel),Unknown,,US,South
grls8T8GJ1HH,3,2017-03,OR,1.0,November,0,0,0,other,Car,,US,Pacific
grls8T8GJ1HH,3,2017-03,OR,1.0,November,0,0,0,other,Car,,US,Pacific
grls8T8GJ1HH,3,2017-03,OR,1.0,November,0,0,0,kennel,Car,,US,Pacific
grls8T8GJ1HH,3,2017-03,OR,1.0,November,0,0,0,kennel,Car,,US,Pacific
grls8T8GJ1HH,4,2018-03,OR,0,,0,0,0,kennel,Unknown,,US,Pacific
grls8T8GJ1HH,4,2018-03,OR,1.0,June,0,0,0,kennel,Car,,US,Pacific
grls8TET2OXX,0,2014-05,CT,8.0,October,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8UBXMYUU,1,2013-12,CA,1.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8UBXMYUU,1,2013-12,CA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8UBXMYUU,1,2013-12,OR,1.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8UBXMYUU,1,2013-12,OR,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8UBXMYUU,2,2015-01,CA,1.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8UBXMYUU,2,2015-01,CA,26.0,January,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8UBXMYUU,2,2015-01,CA,1.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8UBXMYUU,2,2015-01,CA,26.0,January,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8UBXMYUU,3,2016-01,CA,1.0,June,0,0,0,other,Car,,US,Pacific
grls8UBXMYUU,3,2016-01,CA,0,,0,0,0,other,Unknown,,US,Pacific
grls8UBXMYUU,4,2016-11,CA,1.0,June,0,0,0,other,Car,,US,Pacific
grls8UBXMYUU,4,2016-11,CA,0,,0,0,0,other,Unknown,,US,Pacific
grls8UBXMYUU,5,2017-12,CA,1.0,June,0,0,0,other,Car,,US,Pacific
grls8UBXMYUU,5,2017-12,CA,0,,0,0,0,other,Unknown,,US,Pacific
grls8UBXMYUU,6,2018-12,CA,1.0,June,0,0,0,other,Car,,US,Pacific
grls8UBXMYUU,6,2018-12,CA,0,,0,0,0,other,Unknown,,US,Pacific
grls8UBXMYUU,7,2020-01,CA,1.0,June,0,0,0,other,Car,,US,Pacific
grls8UBXMYUU,7,2020-01,CA,0,,0,0,0,other,Unknown,,US,Pacific
grls8VHISVYY,0,2014-11,CA,14.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8VHISVYY,1,2015-12,CA,2.0,February,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8VHISVYY,2,2016-12,SC,1.0,September,0,0,0,other (possibly kennel),Unknown,,US,South
grls8VHISVYY,2,2016-12,SC,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,South
grls8VHISVYY,2,2016-12,CA,1.0,September,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8VHISVYY,2,2016-12,CA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grls8VHISVYY,3,2018-01,FL,1.0,November,0,0,0,other,Car,,US,South
grls8VHISVYY,3,2018-01,FL,1.0,January,0,0,0,other,Car,,US,South
grls8VHISVYY,3,2018-01,FL,0,,0,0,0,other,Unknown,,US,South
grls8VHISVYY,3,2018-01,CA,1.0,November,0,0,0,other,Car,,US,Pacific
grls8VHISVYY,3,2018-01,CA,1.0,January,0,0,0,other,Car,,US,Pacific
grls8VHISVYY,3,2018-01,CA,0,,0,0,0,other,Unknown,,US,Pacific
grls8VHISVYY,4,2019-01,FL,1.0,November,0,0,0,other,Car,,US,South
grls8VHISVYY,4,2019-01,FL,1.0,December,0,0,0,other,Car,,US,South
grls8VHISVYY,4,2019-01,FL,0,,0,0,0,other,Unknown,,US,South
grls8VHISVYY,4,2019-01,OR,1.0,November,0,0,0,other,Car,,US,Pacific
grls8VHISVYY,4,2019-01,OR,1.0,December,0,0,0,other,Car,,US,Pacific
grls8VHISVYY,4,2019-01,OR,0,,0,0,0,other,Unknown,,US,Pacific
grls8VHISVYY,5,2020-01,FL,2.0,November,0,0,0,other,Car,,US,South
grls8VHISVYY,5,2020-01,FL,0,,0,0,0,other,Unknown,,US,South
grls8VHISVYY,7,2021-01,OR,1,December,0,0,0,other,Car,,,
grls8VMEW0YY,1,2015-02,WI,20.0,June,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grls8VMEW0YY,2,2016-02,WI,20.0,June,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grls8VMEW0YY,3,2017-04,WI,12.0,July,0,0,0,other,Car,,US,Midwest
grls8VMEW0YY,3,2017-04,WI,0,,0,0,0,other,Unknown,,US,Midwest
grls8WD6FNUU,1,2014-01,VA,2.0,November,0,0,0,other (possibly kennel),Unknown,,US,South
grls8WD6FNUU,2,2015-03,NC,2.0,September,0,0,0,other (possibly kennel),Unknown,,US,South
grls8WD6FNUU,4,2017-04,NC,1.0,February,0,0,0,other,Car,,US,South
grls8WD6FNUU,4,2017-04,NC,1.0,February,0,0,0,other,Car,,US,South
grls8WD6FNUU,4,2017-04,NC,1.0,February,0,0,0,kennel,Car,,US,South
grls8WD6FNUU,4,2017-04,NC,1.0,February,0,0,0,kennel,Car,,US,South
grls8WD6FNUU,5,2018-03,NC,3.0,February,0,0,0,other,Car,,US,South
grls8WD6FNUU,5,2018-03,NC,3.0,February,0,0,0,other,Car,,US,South
grls8WD6FNUU,5,2018-03,NC,3.0,February,0,0,0,kennel,Car,,US,South
grls8WD6FNUU,5,2018-03,NC,3.0,February,0,0,0,kennel,Car,,US,South
grls8X0OU5KK,0,2014-09,MN,8.0,January,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grls8X0OU5KK,1,2015-12,MN,2.0,April,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grls8X0OU5KK,2,2016-12,MN,2.0,April,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grls8X0OU5KK,3,2018-02,MN,1.0,August,0,0,0,other,Car,,US,Midwest
grls8X0OU5KK,3,2018-02,MN,0,,0,0,0,other,Unknown,,US,Midwest
grls8X0OU5KK,4,2019-01,MN,1.0,June,0,0,0,other,Car,,US,Midwest
grls8X0OU5KK,4,2019-01,MN,0,,0,0,0,other,Unknown,,US,Midwest
grls8X3GO5QQ,1,2015-04,TX,4.0,February,0,0,0,other (possibly kennel),Unknown,,US,South
grls8X3GO5QQ,1,2015-04,TX,1.0,April,0,0,0,other (possibly kennel),Unknown,,US,South
grls8X3GO5QQ,1,2015-04,SC,4.0,February,0,0,0,other (possibly kennel),Unknown,,US,South
grls8X3GO5QQ,1,2015-04,SC,1.0,April,0,0,0,other (possibly kennel),Unknown,,US,South
grls8XDNJJHH,1,2015-04,TX,1.0,December,0,0,0,other (possibly kennel),Unknown,,US,South
grls8XDNJJHH,2,2016-04,TX,2.0,December,0,0,0,other (possibly kennel),Unknown,,US,South
grls8XUFKT22,1,2015-10,VT,8.0,September,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZFOQUU,0,2014-12,WI,3.0,August,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grls8YZFOQUU,1,2016-01,WI,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grls8YZFOQUU,3,2017-12,WI,2.0,February,0,0,0,other,Car,,US,Midwest
grls8YZFOQUU,3,2017-12,WI,2.0,February,0,0,0,other,Car,,US,Midwest
grls8YZFOQUU,3,2017-12,WI,2.0,February,0,0,0,kennel,Car,,US,Midwest
grls8YZFOQUU,3,2017-12,WI,2.0,February,0,0,0,kennel,Car,,US,Midwest
grls8YZFOQUU,4,2019-01,WI,0,,0,0,0,kennel,Unknown,,US,Midwest
grls8YZFOQUU,4,2019-01,WI,1.0,July,0,0,0,kennel,Car,,US,Midwest
grls8YZZ2XSS,1,2014-01,MA,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,April,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,November,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,April,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,November,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,April,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,November,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,April,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,November,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,April,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,1,2014-01,MA,1.0,November,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,2,2015-01,MA,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,2,2015-01,MA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,2,2015-01,MA,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,2,2015-01,MA,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,June,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,August,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,June,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,August,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,June,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,3,2015-12,MA,1.0,August,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,February,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,July,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,February,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,July,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,February,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,July,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,February,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,July,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,4,2017-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,May,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,May,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,May,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,April,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,May,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,5,2018-01,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,6,2019-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,6,2019-01,MA,1.0,February,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,6,2019-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,6,2019-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
grls8YZZ2XSS,6,2019-01,MA,1.0,February,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,6,2019-01,MA,1.0,November,0,0,0,kennel,Car,,US,Northeast
grls8YZZ2XSS,7,2020-01,MA,0,,0,0,0,kennel,Unknown,,US,Northeast
